id,company,role,url,status,date_added,stellenbeschreibung
rzl24,CHECK24,Junior Digital Product Manager,https://www.check24.de/unternehmen/karriere/,beworben,2026-03-18,"CHECK24 ist das Vergleichsportal: Wir sind Marktführer und dynamisches Startup in einem. In agilen Teams treffen wir schnelle Entscheidungen und leben flache Hierarchien. Durch den gezielten Einsatz modernster Tools und Technologien sowie State-of-the-Art-Methoden der KI treiben wir datengetriebene Innovationen voran.

Zu Deinen Aufgaben zählen:
- Im Team arbeiten: Du bist von Tag eins aktiv in unser Mobilfunk-Team am Standort Köln eingebunden
- Entwicklung von Features: Du entwickelst eigenständig Konzepte und Designs für unseren Mobilfunkvergleich
- KI im Fokus: Mit Tools wie ChatGPT Enterprise, Cursor oder Figma Make entwickelst Du innovative Features
- Agiles Arbeiten: Das Projektmanagement übernimmst Du von der Idee über die Konzeption bis zum Go-Live
- Veränderungen im Blick behalten: Kennzahlen analysierst Du regelmäßig und interpretierst A/B-Tests

Was Du mitbringst:
- Studium in BWL/VWL, Informatik, Marketing, Human-Machine-Interaction o.ä.
- Erste Berufserfahrung im Produktmanagement / als Product Owner
- Agile Methoden und Tools wie JIRA oder Confluence
- Interesse an KI, Prompt Engineering und KI-gestützter Produktentwicklung
- Guter Blick für grafisch harmonische und funktionale Darstellungen
- Analytisches und strategisches Denken"
